index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              timeGapSetting      SpaceGap  timeGap         TLid             yellowOrRed      
139        144.00     v7              TypeManual      8to18_1      441.84     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

140        145.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
140        145.00     v4              TypeManual      15to16_0     458.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
140        145.00     v10             TypeManual      16to15_0     422.54     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
140        145.00     v5              TypeManual      16to17_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
140        145.00     v8              TypeManual      18to19_0     84.67      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
140        145.00     v2              TypeManual      18to28_0     471.40     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
140        145.00     v6              TypeManual      19to18_0     29.00      12.00      3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
140        145.00     v9              TypeManual      5to15_0      494.54     5.77       -3.52      Undefined           1.64                 -1.00      -1.00            15                1                 
140        145.00     v7              TypeManual      8to18_1      453.02     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

141        146.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
141        146.00     v4              TypeManual      15to16_0     473.96     15.12      -2.76      Undefined           1.64                 -1.00      -1.00            16                1                 
141        146.00     v10             TypeManual      16to15_0     440.42     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
141        146.00     v5              TypeManual      16to17_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
141        146.00     v8              TypeManual      18to19_0     102.55     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
141        146.00     v2              TypeManual      18to28_0     482.58     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
141        146.00     v6              TypeManual      19to18_0     44.00      15.00      3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
141        146.00     v9              TypeManual      5to15_0      499.00     4.46       -1.31      Undefined           1.64                 -1.00      -1.00            15                1                 
141        146.00     v7              TypeManual      8to18_1      464.20     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

142        147.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
142        147.00     v4              TypeManual      15to16_0     484.96     11.00      -4.12      Undefined           1.64                 -1.00      -1.00            16                1                 
142        147.00     v10             TypeManual      16to15_0     458.30     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
142        147.00     v5              TypeManual      16to17_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
142        147.00     v8              TypeManual      18to19_0     120.43     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
142        147.00     v2              TypeManual      18to28_0     493.76     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
142        147.00     v6              TypeManual      19to18_0     61.88      17.88      2.88       Undefined           1.64                 -1.00      -1.00            18                0                 
142        147.00     v9              TypeManual      5to15_0      499.00     0.00       -4.46      Undefined           1.64                 -1.00      -1.00            15                1                 
142        147.00     v7              TypeManual      8to18_1      475.38     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

143        148.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
143        148.00     v4              TypeManual      15to16_0     492.17     7.21       -3.79      Undefined           1.64                 -1.00      -1.00            16                1                 
143        148.00     v10             TypeManual      16to15_0     473.54     15.24      -2.64      Undefined           1.64                 -1.00      -1.00            15                1                 
143        148.00     v5              TypeManual      16to17_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
143        148.00     v8              TypeManual      18to19_0     138.31     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
143        148.00     v6              TypeManual      19to18_0     79.76      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
143        148.00     v2              TypeManual      28to27_0     4.94       11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
143        148.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
143        148.00     v7              TypeManual      8to18_1      486.24     10.86      -0.32      Undefined           1.64                 -1.00      -1.00            18                1                 

144        149.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
144        149.00     v4              TypeManual      15to16_0     496.33     4.16       -3.05      Undefined           1.64                 -1.00      -1.00            16                1                 
144        149.00     v10             TypeManual      16to15_0     484.65     11.12      -4.12      Undefined           1.64                 -1.00      -1.00            15                1                 
144        149.00     v5              TypeManual      16to17_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
144        149.00     v8              TypeManual      18to19_0     156.19     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
144        149.00     v6              TypeManual      19to18_0     97.64      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
144        149.00     v2              TypeManual      28to27_0     16.12      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
144        149.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
144        149.00     v7              TypeManual      8to18_1      493.31     7.07       -3.79      Undefined           1.64                 -1.00      -1.00            18                1                 

145        150.00     v1              TypeManual      14to15_0     499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
145        150.00     v10             TypeManual      16to15_0     491.98     7.33       -3.79      Undefined           1.64                 -1.00      -1.00            15                1                 
145        150.00     v4              TypeManual      16to17_0     3.50       7.16       3.00       Undefined           1.64                 493.50     68.89            17                0                 
145        150.00     v5              TypeManual      17to18_0     2.00       3.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
145        150.00     v8              TypeManual      18to19_0     174.07     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
145        150.00     v6              TypeManual      19to18_0     115.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
145        150.00     v2              TypeManual      28to27_0     27.30      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
145        150.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
145        150.00     v7              TypeManual      8to18_1      497.33     4.02       -3.05      Undefined           1.64                 -1.00      -1.00            18                0                 

146        151.00     v10             TypeManual      15to14_0     2.31       10.33      3.00       Undefined           1.64                 -1.00      -1.00            14                0                 
146        151.00     v1              TypeManual      15to16_0     2.00       3.00       3.00       Undefined           1.64                 506.66     168.89           16                0                 
146        151.00     v4              TypeManual      16to17_0     13.66      10.16      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
146        151.00     v5              TypeManual      17to18_0     8.00       6.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
146        151.00     v7              TypeManual      18to17_1     4.35       7.02       3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
146        151.00     v8              TypeManual      18to19_0     191.95     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
146        151.00     v6              TypeManual      19to18_0     133.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
146        151.00     v2              TypeManual      28to27_0     38.48      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
146        151.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

147        152.00     v10             TypeManual      15to14_0     15.64      13.33      3.00       Undefined           1.64                 -1.00      -1.00            14                0                 
147        152.00     v1              TypeManual      15to16_0     8.00       6.00       3.00       Undefined           1.64                 513.83     85.64            16                0                 
147        152.00     v4              TypeManual      16to17_0     26.83      13.16      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
147        152.00     v5              TypeManual      17to18_0     17.00      9.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
147        152.00     v7              TypeManual      18to17_1     14.37      10.02      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
147        152.00     v8              TypeManual      18to19_0     209.83     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
147        152.00     v6              TypeManual      19to18_0     151.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
147        152.00     v2              TypeManual      28to27_0     49.66      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
147        152.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

148        153.00     v10             TypeManual      15to14_0     31.96      16.33      3.00       Undefined           1.64                 -1.00      -1.00            14                0                 
148        153.00     v1              TypeManual      15to16_0     17.00      9.00       3.00       Undefined           1.64                 520.99     57.89            16                0                 
148        153.00     v4              TypeManual      16to17_0     42.99      16.16      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
148        153.00     v5              TypeManual      17to18_0     29.00      12.00      3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
148        153.00     v7              TypeManual      18to17_1     27.39      13.02      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
148        153.00     v8              TypeManual      18to19_0     227.71     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
148        153.00     v6              TypeManual      19to18_0     169.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
148        153.00     v2              TypeManual      28to27_0     60.84      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
148        153.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

149        154.00     v10             TypeManual      15to14_0     49.84      17.88      1.55       Undefined           1.64                 -1.00      -1.00            14                0                 
149        154.00     v1              TypeManual      15to16_0     29.00      12.00      3.00       Undefined           1.64                 526.87     43.91            16                0                 
149        154.00     v4              TypeManual      16to17_0     60.87      17.88      1.72       Undefined           1.64                 -1.00      -1.00            17                0                 
149        154.00     v5              TypeManual      17to18_0     44.00      15.00      3.00       Undefined           1.64                 -1.00      -1.00            18                0                 
149        154.00     v7              TypeManual      18to17_1     43.41      16.02      3.00       Undefined           1.64                 -1.00      -1.00            17                0                 
149        154.00     v8              TypeManual      18to19_0     245.59     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
149        154.00     v6              TypeManual      19to18_0     187.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
149        154.00     v2              TypeManual      28to27_0     72.02      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
149        154.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

150        155.00     v10             TypeManual      15to14_0     67.72      17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
150        155.00     v1              TypeManual      15to16_0     44.00      15.00      3.00       Undefined           1.64                 529.75     35.32            16                0                 
150        155.00     v4              TypeManual      16to17_0     78.75      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
150        155.00     v5              TypeManual      17to18_0     61.88      17.88      2.88       Undefined           1.64                 -1.00      -1.00            18                0                 
150        155.00     v7              TypeManual      18to17_1     61.29      17.88      1.86       Undefined           1.64                 -1.00      -1.00            17                0                 
150        155.00     v8              TypeManual      18to19_0     263.47     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
150        155.00     v6              TypeManual      19to18_0     204.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
150        155.00     v2              TypeManual      28to27_0     83.20      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
150        155.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

151        156.00     v10             TypeManual      15to14_0     85.60      17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
151        156.00     v1              TypeManual      15to16_0     61.88      17.88      2.88       Undefined           1.64                 529.75     29.63            16                0                 
151        156.00     v4              TypeManual      16to17_0     96.63      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
151        156.00     v5              TypeManual      17to18_0     79.76      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
151        156.00     v7              TypeManual      18to17_0     79.17      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
151        156.00     v8              TypeManual      18to19_0     281.35     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
151        156.00     v6              TypeManual      19to18_0     222.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
151        156.00     v2              TypeManual      28to27_0     94.38      11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
151        156.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

152        157.00     v10             TypeManual      15to14_0     103.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
152        157.00     v1              TypeManual      15to16_0     79.76      17.88      0.00       Undefined           1.64                 529.75     29.63            16                0                 
152        157.00     v4              TypeManual      16to17_0     114.51     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
152        157.00     v5              TypeManual      17to18_0     97.64      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
152        157.00     v7              TypeManual      18to17_0     97.05      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
152        157.00     v8              TypeManual      18to19_0     299.23     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
152        157.00     v6              TypeManual      19to18_0     240.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
152        157.00     v2              TypeManual      28to27_0     105.56     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
152        157.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

153        158.00     v10             TypeManual      15to14_0     121.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
153        158.00     v1              TypeManual      15to16_0     97.64      17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
153        158.00     v4              TypeManual      16to17_1     132.39     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
153        158.00     v5              TypeManual      17to18_0     115.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
153        158.00     v7              TypeManual      18to17_0     114.93     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
153        158.00     v8              TypeManual      18to19_0     317.11     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
153        158.00     v6              TypeManual      19to18_0     258.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
153        158.00     v2              TypeManual      28to27_0     116.74     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
153        158.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

154        159.00     v10             TypeManual      15to14_0     139.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
154        159.00     v1              TypeManual      15to16_0     115.52     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
154        159.00     v4              TypeManual      16to17_1     150.27     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
154        159.00     v5              TypeManual      17to18_0     133.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
154        159.00     v7              TypeManual      18to17_0     132.81     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
154        159.00     v8              TypeManual      18to19_0     334.99     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
154        159.00     v6              TypeManual      19to18_0     276.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
154        159.00     v2              TypeManual      28to27_0     127.92     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
154        159.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

155        160.00     v10             TypeManual      15to14_0     157.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
155        160.00     v1              TypeManual      15to16_0     133.40     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
155        160.00     v4              TypeManual      16to17_1     168.15     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
155        160.00     v5              TypeManual      17to18_0     151.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
155        160.00     v7              TypeManual      18to17_0     150.69     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
155        160.00     v8              TypeManual      18to19_0     352.87     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
155        160.00     v6              TypeManual      19to18_0     294.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
155        160.00     v2              TypeManual      28to27_0     139.10     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
155        160.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

156        161.00     v10             TypeManual      15to14_0     175.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
156        161.00     v1              TypeManual      15to16_0     151.28     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
156        161.00     v4              TypeManual      16to17_1     186.03     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
156        161.00     v5              TypeManual      17to18_0     169.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
156        161.00     v7              TypeManual      18to17_0     168.57     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
156        161.00     v8              TypeManual      18to19_0     370.75     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
156        161.00     v6              TypeManual      19to18_0     312.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
156        161.00     v2              TypeManual      28to27_0     150.28     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
156        161.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

157        162.00     v10             TypeManual      15to14_0     192.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
157        162.00     v1              TypeManual      15to16_0     169.16     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
157        162.00     v4              TypeManual      16to17_1     203.91     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
157        162.00     v5              TypeManual      17to18_0     187.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
157        162.00     v7              TypeManual      18to17_0     186.45     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
157        162.00     v8              TypeManual      18to19_0     388.63     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
157        162.00     v6              TypeManual      19to18_0     330.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
157        162.00     v2              TypeManual      28to27_0     161.46     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
157        162.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

158        163.00     v10             TypeManual      15to14_0     210.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
158        163.00     v1              TypeManual      15to16_0     187.04     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
158        163.00     v4              TypeManual      16to17_1     221.79     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
158        163.00     v5              TypeManual      17to18_0     204.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
158        163.00     v7              TypeManual      18to17_0     204.33     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
158        163.00     v8              TypeManual      18to19_0     406.51     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
158        163.00     v6              TypeManual      19to18_0     347.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
158        163.00     v2              TypeManual      28to27_0     172.64     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
158        163.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

159        164.00     v10             TypeManual      15to14_0     228.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
159        164.00     v1              TypeManual      15to16_0     204.92     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
159        164.00     v4              TypeManual      16to17_1     239.67     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
159        164.00     v5              TypeManual      17to18_0     222.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
159        164.00     v7              TypeManual      18to17_0     222.21     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
159        164.00     v8              TypeManual      18to19_0     424.39     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
159        164.00     v6              TypeManual      19to18_0     365.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
159        164.00     v2              TypeManual      28to27_0     183.82     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
159        164.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

160        165.00     v10             TypeManual      15to14_0     246.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
160        165.00     v1              TypeManual      15to16_0     222.80     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
160        165.00     v4              TypeManual      16to17_1     257.55     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
160        165.00     v5              TypeManual      17to18_0     240.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
160        165.00     v7              TypeManual      18to17_0     240.09     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
160        165.00     v8              TypeManual      18to19_0     442.27     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
160        165.00     v6              TypeManual      19to18_0     383.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
160        165.00     v2              TypeManual      28to27_0     195.00     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
160        165.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

161        166.00     v10             TypeManual      15to14_0     264.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
161        166.00     v1              TypeManual      15to16_0     240.68     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
161        166.00     v4              TypeManual      16to17_1     275.43     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
161        166.00     v5              TypeManual      17to18_0     258.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
161        166.00     v7              TypeManual      18to17_0     257.97     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
161        166.00     v8              TypeManual      18to19_0     460.15     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
161        166.00     v6              TypeManual      19to18_0     401.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
161        166.00     v2              TypeManual      28to27_0     206.18     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
161        166.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

162        167.00     v10             TypeManual      15to14_0     282.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
162        167.00     v1              TypeManual      15to16_0     258.56     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
162        167.00     v4              TypeManual      16to17_1     293.31     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
162        167.00     v5              TypeManual      17to18_0     276.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
162        167.00     v7              TypeManual      18to17_0     275.85     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
162        167.00     v8              TypeManual      18to19_0     478.03     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
162        167.00     v6              TypeManual      19to18_0     419.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
162        167.00     v2              TypeManual      28to27_0     217.36     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
162        167.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

163        168.00     v10             TypeManual      15to14_0     300.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
163        168.00     v1              TypeManual      15to16_0     276.44     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
163        168.00     v4              TypeManual      16to17_1     311.19     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
163        168.00     v5              TypeManual      17to18_0     294.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
163        168.00     v7              TypeManual      18to17_0     293.73     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
163        168.00     v8              TypeManual      18to19_0     495.91     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
163        168.00     v6              TypeManual      19to18_0     437.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
163        168.00     v2              TypeManual      28to27_0     228.54     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 
163        168.00     v9              TypeManual      5to15_0      499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            15                1                 

164        169.00     v10             TypeManual      15to14_0     318.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                0                 
164        169.00     v1              TypeManual      15to16_0     294.32     17.88      0.00       Undefined           1.64                 1012.88    56.65            16                0                 
